ccode,year,gender,age_group,edu_ilo,neet_fc
SSD,2020,Female,25-54,Primary,0.3046521308553488
SSD,2021,Female,25-54,Primary,0.3015658474239098
SSD,2022,Female,25-54,Primary,0.3122262197335674
SSD,2023,Female,25-54,Primary,0.3410515962599524
SSD,2024,Female,25-54,Primary,0.2622167743639361
SSD,2025,Female,25-54,Primary,0.2622167743639361
SSD,2015,Female,25-54,Tertiary,0.3704126890672178
SSD,2016,Female,25-54,Tertiary,0.3734148902204993
SSD,2017,Female,25-54,Tertiary,0.3990176879940634
SSD,2018,Female,25-54,Tertiary,0.3349552610614357
SSD,2019,Female,25-54,Tertiary,0.3922929895680637
SSD,2020,Female,25-54,Tertiary,0.2881178173782698
SSD,2021,Female,25-54,Tertiary,0.4819005585438307
SSD,2022,Female,25-54,Tertiary,0.2919160626359385
SSD,2023,Female,25-54,Tertiary,0.4036483365462129
SSD,2024,Female,25-54,Tertiary,0.300496026939404
SSD,2025,Female,25-54,Tertiary,0.300496026939404
SSD,2015,Female,25-54,Upper Secondary,0.4537338489719972
SSD,2016,Female,25-54,Upper Secondary,0.4368997695171421
SSD,2017,Female,25-54,Upper Secondary,0.3056305316608523
SSD,2018,Female,25-54,Upper Secondary,0.3204729805276983
SSD,2019,Female,25-54,Upper Secondary,0.3440371639063097
SSD,2020,Female,25-54,Upper Secondary,0.5446028197039341
SSD,2021,Female,25-54,Upper Secondary,0.4332738185082377
SSD,2022,Female,25-54,Upper Secondary,0.4171228952464574
SSD,2023,Female,25-54,Upper Secondary,0.4823695675428926
SSD,2024,Female,25-54,Upper Secondary,0.4521541550892272
SSD,2025,Female,25-54,Upper Secondary,0.4521541550892272
STP,2015,Female,25-54,Lower Secondary,0.458500965996392
STP,2016,Female,25-54,Lower Secondary,0.4904008124353615
STP,2017,Female,25-54,Lower Secondary,0.7262989742960116
STP,2018,Female,25-54,Lower Secondary,0.444527538954527
STP,2019,Female,25-54,Lower Secondary,0.4728889197050437
STP,2020,Female,25-54,Lower Secondary,0.5197915630078025
STP,2021,Female,25-54,Lower Secondary,0.5124576882594482
STP,2022,Female,25-54,Lower Secondary,0.4638629937893832
STP,2023,Female,25-54,Lower Secondary,0.4743589782915483
STP,2024,Female,25-54,Lower Secondary,0.3550393285298603
STP,2025,Female,25-54,Lower Secondary,0.3550393285298603
STP,2015,Female,25-54,No Education,0.578238783889513
STP,2016,Female,25-54,No Education,0.4028475311392846
STP,2017,Female,25-54,No Education,0.448810055004596
STP,2018,Female,25-54,No Education,0.4445463606955517
STP,2019,Female,25-54,No Education,0.3698837167391216
STP,2020,Female,25-54,No Education,0.3814223483801803
STP,2021,Female,25-54,No Education,0.4422369926086282
STP,2022,Female,25-54,No Education,0.4451064483165916
STP,2023,Female,25-54,No Education,0.6727754058247118
STP,2024,Female,25-54,No Education,0.5824838102094138
STP,2025,Female,25-54,No Education,0.5824838102094138
STP,2015,Female,25-54,Primary,0.264336968428214
STP,2016,Female,25-54,Primary,0.2852697278971973
STP,2017,Female,25-54,Primary,0.4301014018580554
STP,2018,Female,25-54,Primary,0.2656223898696537
STP,2019,Female,25-54,Primary,0.2698167131105854
STP,2020,Female,25-54,Primary,0.3046521308553488
STP,2021,Female,25-54,Primary,0.3015658474239098
STP,2022,Female,25-54,Primary,0.3122262197335674
STP,2023,Female,25-54,Primary,0.3410515962599524
STP,2024,Female,25-54,Primary,0.2622167743639361
STP,2025,Female,25-54,Primary,0.2622167743639361
STP,2015,Female,25-54,Tertiary,0.3704126890672178
STP,2016,Female,25-54,Tertiary,0.3734148902204993
STP,2017,Female,25-54,Tertiary,0.4219097703118056
STP,2018,Female,25-54,Tertiary,0.3349552610614357
STP,2019,Female,25-54,Tertiary,0.3922929895680637
STP,2020,Female,25-54,Tertiary,0.2881178173782698
STP,2021,Female,25-54,Tertiary,0.4819005585438307
STP,2022,Female,25-54,Tertiary,0.2919160626359385
STP,2023,Female,25-54,Tertiary,0.4036483365462129
STP,2024,Female,25-54,Tertiary,0.300496026939404
STP,2025,Female,25-54,Tertiary,0.300496026939404
STP,2015,Female,25-54,Upper Secondary,0.4537338489719972
STP,2016,Female,25-54,Upper Secondary,0.4368997695171421
STP,2017,Female,25-54,Upper Secondary,0.4208051117801129
STP,2018,Female,25-54,Upper Secondary,0.3204729805276983
STP,2019,Female,25-54,Upper Secondary,0.3440371639063097
STP,2020,Female,25-54,Upper Secondary,0.5446028197039341
STP,2021,Female,25-54,Upper Secondary,0.4332738185082377
STP,2022,Female,25-54,Upper Secondary,0.4171228952464574
STP,2023,Female,25-54,Upper Secondary,0.4823695675428926
STP,2024,Female,25-54,Upper Secondary,0.4521541550892272
STP,2025,Female,25-54,Upper Secondary,0.4521541550892272
SWZ,2015,Female,25-54,Lower Secondary,0.458500965996392
SWZ,2016,Female,25-54,Lower Secondary,0.7249472052296069
SWZ,2017,Female,25-54,Lower Secondary,0.5125007799329423
SWZ,2018,Female,25-54,Lower Secondary,0.444527538954527
SWZ,2019,Female,25-54,Lower Secondary,0.4728889197050437
SWZ,2020,Female,25-54,Lower Secondary,0.5197915630078025
SWZ,2021,Female,25-54,Lower Secondary,0.7173377717797702
SWZ,2022,Female,25-54,Lower Secondary,0.4638629937893832
SWZ,2023,Female,25-54,Lower Secondary,0.7191045774147579
SWZ,2024,Female,25-54,Lower Secondary,0.3550393285298603
SWZ,2025,Female,25-54,Lower Secondary,0.3550393285298603
SWZ,2015,Female,25-54,No Education,0.578238783889513
SWZ,2016,Female,25-54,No Education,0.4466603498457922
SWZ,2017,Female,25-54,No Education,0.448810055004596
SWZ,2018,Female,25-54,No Education,0.4445463606955517
SWZ,2019,Female,25-54,No Education,0.3698837167391216
SWZ,2020,Female,25-54,No Education,0.3814223483801803
SWZ,2021,Female,25-54,No Education,0.4875930749706596
SWZ,2022,Female,25-54,No Education,0.4451064483165916
SWZ,2023,Female,25-54,No Education,0.95
SWZ,2024,Female,25-54,No Education,0.5824838102094138
SWZ,2025,Female,25-54,No Education,0.5824838102094138
SWZ,2015,Female,25-54,Primary,0.264336968428214
SWZ,2016,Female,25-54,Primary,0.4217070745635073
SWZ,2017,Female,25-54,Primary,0.3034938939796265
SWZ,2018,Female,25-54,Primary,0.2656223898696537
SWZ,2019,Female,25-54,Primary,0.2698167131105854
SWZ,2020,Female,25-54,Primary,0.3046521308553488
SWZ,2021,Female,25-54,Primary,0.4221315788444652
SWZ,2022,Female,25-54,Primary,0.3122262197335674
SWZ,2023,Female,25-54,Primary,0.5170172279408323
SWZ,2024,Female,25-54,Primary,0.2622167743639361
SWZ,2025,Female,25-54,Primary,0.2622167743639361
SWZ,2015,Female,25-54,Tertiary,0.3704126890672178
SWZ,2016,Female,25-54,Tertiary,0.3734148902204993
SWZ,2017,Female,25-54,Tertiary,0.3990176879940634
SWZ,2018,Female,25-54,Tertiary,0.3349552610614357
SWZ,2019,Female,25-54,Tertiary,0.3922929895680637
SWZ,2020,Female,25-54,Tertiary,0.2881178173782698
SWZ,2021,Female,25-54,Tertiary,0.4061942089265188
SWZ,2022,Female,25-54,Tertiary,0.2919160626359385
SWZ,2023,Female,25-54,Tertiary,0.4825983481235698
SWZ,2024,Female,25-54,Tertiary,0.300496026939404
SWZ,2025,Female,25-54,Tertiary,0.300496026939404
SWZ,2015,Female,25-54,Upper Secondary,0.4537338489719972
SWZ,2016,Female,25-54,Upper Secondary,0.4368997695171421
SWZ,2017,Female,25-54,Upper Secondary,0.3056305316608523
SWZ,2018,Female,25-54,Upper Secondary,0.3204729805276983
SWZ,2019,Female,25-54,Upper Secondary,0.3440371639063097
SWZ,2020,Female,25-54,Upper Secondary,0.5446028197039341
SWZ,2021,Female,25-54,Upper Secondary,0.4332738185082377
SWZ,2022,Female,25-54,Upper Secondary,0.4171228952464574
SWZ,2023,Female,25-54,Upper Secondary,0.4823695675428926
SWZ,2024,Female,25-54,Upper Secondary,0.4521541550892272
SWZ,2025,Female,25-54,Upper Secondary,0.4521541550892272
SYC,2015,Female,25-54,Lower Secondary,0.458500965996392
SYC,2016,Female,25-54,Lower Secondary,0.4904008124353615
SYC,2017,Female,25-54,Lower Secondary,0.5125007799329423
SYC,2018,Female,25-54,Lower Secondary,0.444527538954527
SYC,2019,Female,25-54,Lower Secondary,0.4728889197050437
SYC,2020,Female,25-54,Lower Secondary,0.5197915630078025
SYC,2021,Female,25-54,Lower Secondary,0.5124576882594482
SYC,2022,Female,25-54,Lower Secondary,0.4638629937893832
SYC,2023,Female,25-54,Lower Secondary,0.2416709987407021
SYC,2024,Female,25-54,Lower Secondary,0.2583039486238305
SYC,2025,Female,25-54,Lower Secondary,0.2583039486238305
SYC,2015,Female,25-54,No Education,0.578238783889513
SYC,2016,Female,25-54,No Education,0.4028475311392846
SYC,2017,Female,25-54,No Education,0.448810055004596
SYC,2018,Female,25-54,No Education,0.4445463606955517
SYC,2019,Female,25-54,No Education,0.3698837167391216
SYC,2020,Female,25-54,No Education,0.3814223483801803
SYC,2021,Female,25-54,No Education,0.4422369926086282
SYC,2022,Female,25-54,No Education,0.4451064483165916
SYC,2023,Female,25-54,No Education,0.6727754058247118
SYC,2024,Female,25-54,No Education,0.5096898522717214
SYC,2025,Female,25-54,No Education,0.5096898522717214
SYC,2015,Female,25-54,Primary,0.264336968428214
SYC,2016,Female,25-54,Primary,0.2852697278971973
SYC,2017,Female,25-54,Primary,0.3034938939796265
SYC,2018,Female,25-54,Primary,0.2656223898696537
SYC,2019,Female,25-54,Primary,0.2698167131105854
SYC,2020,Female,25-54,Primary,0.3046521308553488
SYC,2021,Female,25-54,Primary,0.3015658474239098
SYC,2022,Female,25-54,Primary,0.3122262197335674
SYC,2023,Female,25-54,Primary,0.1737550750849189
SYC,2024,Female,25-54,Primary,0.190772184293133
SYC,2025,Female,25-54,Primary,0.190772184293133
SYC,2015,Female,25-54,Tertiary,0.3704126890672178
SYC,2016,Female,25-54,Tertiary,0.3734148902204993
SYC,2017,Female,25-54,Tertiary,0.3990176879940634
SYC,2018,Female,25-54,Tertiary,0.3349552610614357
SYC,2019,Female,25-54,Tertiary,0.2591876507827221
SYC,2020,Female,25-54,Tertiary,0.2757111305948384
SYC,2021,Female,25-54,Tertiary,0.4819005585438307
SYC,2022,Female,25-54,Tertiary,0.2919160626359385
SYC,2023,Female,25-54,Tertiary,0.4036483365462129
SYC,2024,Female,25-54,Tertiary,0.300496026939404
SYC,2025,Female,25-54,Tertiary,0.300496026939404
SYC,2015,Female,25-54,Upper Secondary,0.4537338489719972
SYC,2016,Female,25-54,Upper Secondary,0.4368997695171421
SYC,2017,Female,25-54,Upper Secondary,0.3056305316608523
SYC,2018,Female,25-54,Upper Secondary,0.3204729805276983
SYC,2019,Female,25-54,Upper Secondary,0.2775182597297042
SYC,2020,Female,25-54,Upper Secondary,0.293768679515676
SYC,2021,Female,25-54,Upper Secondary,0.4332738185082377
SYC,2022,Female,25-54,Upper Secondary,0.4171228952464574
SYC,2023,Female,25-54,Upper Secondary,0.2692875437910581
SYC,2024,Female,25-54,Upper Secondary,0.23189640607126
SYC,2025,Female,25-54,Upper Secondary,0.23189640607126
TCD,2015,Female,25-54,Lower Secondary,0.458500965996392
TCD,2016,Female,25-54,Lower Secondary,0.4904008124353615
TCD,2017,Female,25-54,Lower Secondary,0.5125007799329423
TCD,2018,Female,25-54,Lower Secondary,0.483614657749283
TCD,2019,Female,25-54,Lower Secondary,0.4728889197050437
TCD,2020,Female,25-54,Lower Secondary,0.5197915630078025
TCD,2021,Female,25-54,Lower Secondary,0.5124576882594482
TCD,2022,Female,25-54,Lower Secondary,0.4638629937893832
TCD,2023,Female,25-54,Lower Secondary,0.4743589782915483
TCD,2024,Female,25-54,Lower Secondary,0.3550393285298603
TCD,2025,Female,25-54,Lower Secondary,0.3550393285298603
TCD,2015,Female,25-54,No Education,0.578238783889513
TCD,2016,Female,25-54,No Education,0.4028475311392846
TCD,2017,Female,25-54,No Education,0.448810055004596
TCD,2018,Female,25-54,No Education,0.5103878886178704
TCD,2019,Female,25-54,No Education,0.3698837167391216
TCD,2020,Female,25-54,No Education,0.3814223483801803
TCD,2021,Female,25-54,No Education,0.4422369926086282
TCD,2022,Female,25-54,No Education,0.4451064483165916
TCD,2023,Female,25-54,No Education,0.6727754058247118
TCD,2024,Female,25-54,No Education,0.5824838102094138
TCD,2025,Female,25-54,No Education,0.5824838102094138
TCD,2015,Female,25-54,Primary,0.264336968428214
TCD,2016,Female,25-54,Primary,0.2852697278971973
TCD,2017,Female,25-54,Primary,0.3034938939796265
TCD,2018,Female,25-54,Primary,0.2889784544495901
TCD,2019,Female,25-54,Primary,0.2698167131105854
TCD,2020,Female,25-54,Primary,0.3046521308553488
TCD,2021,Female,25-54,Primary,0.3015658474239098
TCD,2022,Female,25-54,Primary,0.3122262197335674
TCD,2023,Female,25-54,Primary,0.3410515962599524
TCD,2024,Female,25-54,Primary,0.2622167743639361
TCD,2025,Female,25-54,Primary,0.2622167743639361
TCD,2015,Female,25-54,Tertiary,0.3704126890672178
TCD,2016,Female,25-54,Tertiary,0.3734148902204993
TCD,2017,Female,25-54,Tertiary,0.3990176879940634
TCD,2018,Female,25-54,Tertiary,0.0886460486391286
TCD,2019,Female,25-54,Tertiary,0.3922929895680637
TCD,2020,Female,25-54,Tertiary,0.2881178173782698
TCD,2021,Female,25-54,Tertiary,0.4819005585438307
TCD,2022,Female,25-54,Tertiary,0.2919160626359385
TCD,2023,Female,25-54,Tertiary,0.4036483365462129
TCD,2024,Female,25-54,Tertiary,0.300496026939404
TCD,2025,Female,25-54,Tertiary,0.300496026939404
TCD,2015,Female,25-54,Upper Secondary,0.4537338489719972
TCD,2016,Female,25-54,Upper Secondary,0.4368997695171421
TCD,2017,Female,25-54,Upper Secondary,0.3056305316608523
TCD,2018,Female,25-54,Upper Secondary,0.1495410396036853
TCD,2019,Female,25-54,Upper Secondary,0.3440371639063097
TCD,2020,Female,25-54,Upper Secondary,0.5446028197039341
TCD,2021,Female,25-54,Upper Secondary,0.4332738185082377
TCD,2022,Female,25-54,Upper Secondary,0.4171228952464574
TCD,2023,Female,25-54,Upper Secondary,0.4823695675428926
TCD,2024,Female,25-54,Upper Secondary,0.4521541550892272
TCD,2025,Female,25-54,Upper Secondary,0.4521541550892272
TGO,2015,Female,25-54,Lower Secondary,0.458500965996392
TGO,2016,Female,25-54,Lower Secondary,0.4904008124353615
